oq1,oq2,oq3,oq4,oq5,oq6,oq7,oq8,oq9,oq10,oq11,oq12,oq13,oq14,oq15,oq16,oq17,oq18,oq19,oq20,oq21,oq22,oq23,oq24,oq25,oq26,oq27,oq28,oq29,oq30,oq31,oq32,oq33,oq34,oq35,oq36,oq37,oq38,oq39,oq40,oq41,oq42,oq43,oq44,oq45
1,2,0,3,2,2,1,0,1,1,0,1,0,2,0,1,0,2,0,3,0,2,0,0,0,0,1,0,0,0,1,0,2,3,0,1,3,0,0,0,2,0,2,0,1
0,1,1,3,2,2,2,0,1,1,1,1,1,2,0,2,1,1,1,0,0,2,0,1,1,1,2,1,1,1,1,1,1,2,0,2,2,3,1,0,2,1,0,0,2
1,1,1,2,2,2,2,0,2,2,1,2,1,2,1,3,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,3,2,2,1,1,1,1,1,0
0,2,0,3,0,0,2,0,1,1,0,0,0,4,0,2,0,3,2,0,0,0,0,0,2,0,2,2,1,0,0,0,1,1,0,2,1,2,1,1,1,2,1,1,3
1,1,1,4,3,3,2,0,1,2,2,1,1,2,1,2,3,3,2,0,1,4,1,1,2,2,3,3,1,1,1,1,1,2,0,2,2,3,1,1,1,0,2,1,0
0,1,0,3,2,2,2,0,0,2,0,2,1,1,0,4,0,1,4,0,1,2,0,0,2,0,0,3,0,1,1,0,1,0,0,1,1,3,2,1,2,1,1,0,0
0,1,0,2,3,2,1,1,3,1,0,1,1,1,1,0,0,1,1,0,0,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,.94,1,0,1
0,1,1,2,2,2,2,0,1,1,0,2,1,1,0,1,2,1,1,2,2,2,2,1,1,2,1,3,0,0,1,0,1,2,0,1,1,2,2,1,2,2,1,0,2
1,1,1,3,3,2,1,0,0,1.18,0,1,0,2,0,2,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
1,2,1,2,1,1,2,0,1,2,1,1,0,1,0,2,1,2,1,0,0,2,1,0,1,1,3,0,2,1,0,0,1,3,1,2,1,1,0,1,3,1,0,0,2
0,1,1,3,2,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,2,1,1,0,0,0,0,0,2,0,1,0,3,1,1,4,0,0,0,1
2,1,2,3,2,2,1,1,2,2,1,3,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,3,1,2,2,1,0,3,2,2,1,2,1,2,1,0
0,2,1,2,1,1,0,0,2,1,0,1,1,3,0,2,0,0,1,0,0,2,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1
3,3,2,2,3,2,2,0,1,1,0,0,2,3,1,2,1,1,1,2,2,2,1.5,0,1,2,1,2,2,1,3,0,1,1,0,1,3,3,1,1,1,1,2,0,2
1,0,0,4,3,1,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,4,1,0,0,0,0,3,1,0,0,0,1,2,0,3,1,4,1,0,4,1,0,0,2
1,1,1,2,1,1,2,0,0,0,2,1,1,1,0,0,0,0,0,1,1,2,0,1,2,2,1,2,0,0,1,1,0,0,0,0,2,1,0,2,2,0,1,0,0
1,2,2,2,2,2,2,0,0,0,1,1,1,2,0,1,2,0,2,0,0,2,0,0,1,1,1,1,1,1,0,1,1,1,0,2,2,1,1,1,1,1,1,0,1
1,1,1,2,3,2,1,0,2,0,2,2,1,2,1,3,2,0,1,0,0,2,1,2,1,2,1,2,1,0,2,1,1,1,0,1,2,3,1,0,0,1,1,0,1
1,2,2,3,3,2,3,0,2,2,0,2,1,1,1,4,4,3,2,2,1,2,1,1,2,0,2,3,1,1,1,0,1,2,0,2,2,4,1,1,1,1,2,0,3
0,2,1,3,3,2,2,1,2,1,1,1,1,2,1,0,2,1,0,2,0,2,1,1,2,2,1,3,2,0,1,1,1,2,2,1,3,2,0,1,1,0,2,1,2
0,2,1,2,2,2,2,0,2,2,1,1,1,2,1,2,1,1,2,3,1,2,.93,0,1,1,2,3,1,1,1,2,2,2,0,1,2,2,1,0,0,0,1,0,2
0,1,1,1,1,2,1,1,1,1,0,2,1,0,2,2,1.05,3,0,2,2,2,1,1,1,1,3,2,1,1,1,1,2,1,1,1,3,3,2,3,3,1,1,1,1
0,1,1,2,1,1,2,0,1,1,0,0,0,2,0,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
0,1,1,4,2,2,2,0,2,2,0,2,0,1,1,4,1,2,2,0,2,2,0,1,0,0,2,4,0,.78,0,2,2,2,0,2,0,3,1,2,2,0,0,1,2
2,2,2,4,3,3,2,0,3,3,0,3,2,4,1,2,3,4,3,3,0,2,1,4,0,0,3,2,4,3,1,0,2,3,0,4,4,3,2,4,2,.94,3,0,4
0,1,1,2,1,2,1,0,1,1,0,0,0,1,0,3,4,1,1.31,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,3,1,1,1,0
0,1,1,0,2,1,0,0,1,1,0,0,0,1,0,2,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,1,2,0,3,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,1,2,3,2,0,0,0,1,3,0,0
1,2,1,2,3,1,3,0,1,2,1,1,1,2,0,0,1,1,1,0,1,2,1,3,0,.78,1,4,1,1,0,1,0,1,0,0,1,1,0,0,3,1,1,0,1
2,1,0,1,0,0,0,0,0,1,0,2,0,1,0,3,1,1,0,0,1,3,0,0,0,0,0,2,0,1,0,0,1,2,0,2,1,1,0,0,1,0,2,0,2
0,2,0,2,2,2,1,0,1,2,0,0,1,0,0,2,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2
1,2,0,2,2,2,2,0,2,2,0,1,2,2,2,3,2,4,2,2,1,2,1,2,2,0,2,2,2,2,2,0,2,2,2,3,2,2,1,2,4,4,2,0,2
0,2,0,3,2,1,0,0,0,1,0,2,0,3,0,3,1,1,1,0,0,3,0,0,3,1,0,3,0,0,0,2,0,0,0,1,1,3,1,0,0,0,1,0,1
1,1,2,3,3,3,4,2,1,3,0,2,3,2,3,4,2,3,2,4,2,3,3,3,3,0,2,3,3,1,3,0,3,1,0,2,3,2,1,3,2,3,2,0,2
1,3,3,3,3,4,3,1,4,3,0,2,4,4,4,3,0,4,3,3,0,0,0,3,3,0,0,0,4,2,4,0,2,2,4,4,2,0,0,4,4,4,3,0,0
0,3,2,3,2,2,2,0,2,1,0,2,1,1,2,1,2,3,1,3,1,3,1,1,1,2,2,3,1,0,2,1,1,1,1,3,3,3,1,3,3,2,1,1,2
1,2,2,4,4,3,2,2,2,1.08,1,2,1,2,2,3,2,2,4,1,1,4,2,3,3,4,2,4,3,2,0,3,2,3,4,4,2,4,3,3,4,2,1,4,4
0,3,2,4,2,2,3,0,0,0,1,3,1,2,1,3,1,2,4,1,0,4,3,1,2,1,3,2,1,1,2,1,3,1,0,2,3,3,0,1,3,0,2,0,2
0,3,1,3,4,3,0,0,1,4,0,4,3,0,3,4,0,4,2,2,2,3,3,2,4,0,1,4,1,1,4,0,4,1,0,4,4,3,0,3,3,3,2,0,1
1,4,3,4,4,3,1,2,3,3,0,1,1,3,2,4,1,3,1,2,0,1,2,2,1,0,3,3,2,1,2,0,1,2,0,2,1,2,1,3,3,2,2,1,3
1,3,3,2,4,3,1,0,2,2,0,2,1,1,1,3,0,4,1,0,1,2,1,1,2,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,3
1,3,2,3,3,4,4,0,2,2,0,2,1,1,1,1,2,4,2,4,0,3,0,1,0,0,0,3,0,0,1,0,0,0,0,3,4,2,0,2,2,2,4,0,2
2,3,2,4,3,3,0,2,3,3,0,2,3,3,3,3,4,4,2,3,1,2,2,3,2,0,1,2,2,2,2,0,4,3,2,3,4,3,2,3,3,3,4,2,4
1,2,0,1,1,1,1,2,3,3,0,3,1,2,1,2,3,2,3,3,2,1,0,2,.91,1,.5,0,0,0,4,0,0,2,0,2,4,1,1,1,1,2,1.07,0,1
2,3,4,3,3,3,4,3,2,3,2,1,2,4,3,2,0,1,3,3,2,3,3,0,0,0,1,2,2,1,2,1,0,1,0,0,3,2,1,3,0,1,2,1,0
2,2,2,2,2,2,1,1,0,1,1,1,1,3,0,1,3,1,1,3,2,3,1,2,1,1,1,2,1,2,3,1,1,3,1,1,3,2,1,2,3,1,3,1,1
1,2,1,4,2,2,2,0,1,2,0,3,2,1,1,2,1,2,2,1,0,2,2,1,2,3,2,4,1,1,2,2,2,2,0,1,3,2,1,1,2,2,1,1,2
0,1,2,3,1,2,2,0,2,2,0,2,2,3,1,3,0,3,2,2,2,2,3,1,0,0,0,1,0,0,2,0,2,1,0,2,2,2,0,0,1,2,0,0,1
1,4,3,3,3,3,3,1,3,2,1,3,2,1,3,2,2,3,2,2,1,2,2,2,3,0,2,2,1,2,2,0,2,2,0,1,2,4,1,3,3,3,2,1,3
0,3,0,3,3,3,3,0,0,2,0,2,0,3,1,3,0,0,3,0,0,2.04,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2.5,1.36,0,0,0,4
1,4,3,4,3,4,1,1,3,2,0,1,2,1,3,4,0,2,3,1,0,4,2,1,1,4,1,3,1,2,2,1,1,3,0,4,0,3,0,2,2,2,1,0,1
1,2,2,3,3,2,2,0,1,2,0,2,1,0,3,2,2,2,3,0,0,2,2,1,1,0,3,1,2,3,1,0,0,0,0,3,2,0,0,0,2,2,1,1,4
1,2,2,3,2,3,2,3,2,4,0,2,2,1,2,3,3,4,2,2,3,2,3,3,3,0,0,2,1,1,3,0,2,1,0,2,3,1,3,2,3,3,2,3,2
2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,0,1,2,1,1,2,0,0,2,0,2,1,2,2,1,0,1,1,2,2,2,2,1,3,3,2,2,1,2
0,2,0,2,3,3,1,0,2,2,0,1,0,2,2,3,0,2,1,0,0,3,2,0,2,0,1,0,2,1,0,0,1,2,0,2,3,0,0,0,3,0,0,0,1
0,1,1,3,4,1,2,2,0,2,0,2,0,2,1,4,1,3,1,2,0,2,2,2,3,0,1,2,2,0,1,0,1,2,0,2,2,4,0,1,0,1,1,1,2
0,2,1,2,2,2,3,1,2,3,0,1,1,2,2,0,0,3,2,2,2,3,2,1,1,0,1,2,2,1,2,0,1,1,1,2,2,0,0,0,3,2,2,0,0
0,3,1,3,2,1,2,1,1,1,1,3,1,2,1,1,0,0,0,1,1,2,1,1,0,0,2,4,2,1,1,2,2,3,1,1,1,3,1,1,4,3,1,3,1
0,1,1,1,2,1,2,0,1,2,0,1,1,1,0,1,3,2,0,1,0,1,0,1,1,0,1,1,2,1,2,0,1,1,1,2,2,1,1,1,2,2,2,0,1
1,2,1,3,3,1,3,0,1,1,0,3,1,2,2,1,2,4,1,2,1,3,1,2,0,2,2,2,0,0,2,0,1,2,1,1,3,2,1,1,3,2,2,2,2
0,3,2,3,3,3,1,1,3,1,0,2,2,1,2,1,1,2,1,1,0,3,1,2,1,1,2,4,3,0,2,0,1,2,0,1,0,3,1,0,2,1,0,1,1
0,2,2,3,3,2,0,1,2,2,0,2,0,1,1,0,3,1,0,0,0,2,0,0,0,2,1,3,1,1,1,2,0,1,0,1,1,3,0,0,1,0,0,0,2
1,3,2,3,3,3,3,1,3,3,1,3,1,1,2,3,2,2,2,1,1,3,2,2,2,1,2,3,2,1,2,2,2,2,1,2,3,3,1,2,3,2,2,1,2
0,2,2,2,2,2,0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,0,0,2,0,1,2,2,3,2,2,2,2,1,1,2,1,1
0,3,2,3,3,3,2,0,3,2,0,1,1,4,0,0,0,1,2,1,1,3,1,1,1,0,3,2,2,1,1,0,0,4,1,2,0,2,0,3,3,2,1,0,3
0,2,1,4,3,2,2,2,2,2,0,2,1,1,1,2,0,2,1,1,0,4,1,2,1,1,1,3,2,0,2,0,2,2,0,3,2,2,1,1,1,1,1,0,3
1,2,1,3,2,2,1,0,1,1,0,1,1,2,0,0,3,1,1,2,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,1,3,0
0,2,1,2,2.16,2,1,0,1,1,1,2,1,2,1,3,1,1,1,1,0,2,1,0,2,2,1,1,0,0,0,0,1,1,0,1,1,2,1,0,0,1,0,0,1
0,3,2,4,4,4,0,2,2,3,0,3,1,1,1,4,2,4,1,3,1,3,1,1,3,1,0,0,0,1,3,0,2,0,0,0,4,1,0,4,1,3,1,0,2
0,3,2,4,3,3.5,1,2,3,3,0,1,0,3,3,4,3,4,3,2,0,4,3,2,4,0,4,4,0,1,2,0,4,3,0,4,1,4,0,4,0,3,1,0,1
1,1,1,2,2,2,1,0,1,1,0,1,1,2,0,1,3,2,1,2,1,2,1,1,1,3,2,1,1,1,1,0,1,1,1,1,3,1,1,1,2,1,1,0,2
1,1,2,3,2,1,2,0,0,0,0,2,1,2,0,1,0,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1
0,3,0,2,3,2,1,0,2,1,0,0,0,2,0,0,0,2,2,1,1,2,1,0,0,1,2,2,1,1,1,0,1,2,1,2,2,2,1,1,1,1,2,1,1
1,4,2,4,2,2,3,0,2,2,1,3,1,4,1,4,2,2,1,2,1,3,1,2,0,1,1,4,1,1,2,2,3,2,0,3,3,4,4,1,4,2,2,1,3
0,3,2,3,4,2,1,2,1,1,0,1,1,3,1,2,0,3,1,0,0,1,0,1,3,0,3,0,3,4,1,0,2,1,4,3,0,4,0,1,3,1,2,0,2
0,3,2,3,3,3,3,1,1,1,2,3,1,4,4,1,1,1,3,3,2,1,4,1,1,4,1,4,1,1,2,1,1,2,1,1,4,4,4,4,1,.95,1,4,4
1,2,1,2,2,3,3,1,2,1,0,2,1,2,0,3,1,2,2,2,0,1,0,0,2,1,2,2,1,1,1,0,2,3,0,2,3,1,1,1,1,2,2,1,2
1,1,1,3,4,2,4,2,2,3,0,2,2,1,1,1,4,2,1,2,1,2,2,3,2,1,1,3,1,1,3,0,0,2,3,3,4,2,0,3,4,2,3,0,1
0,3,1,3,3,3,1,0,2,2,0,2,0,1,1,0,1,2,1,0,2,4,2,0,0,2,1,1,0,1,0,1,2,2,2,2,1,2,0,0,0,0,2,0,2
0,2,1,3,2,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
0,2,1,3,3,2,1,0,1,0,0,1,0,3,0,2,3,3,1,2,0,3,2,1,2,1,3,2,2,0,3,0,2,2,0,1,3,2,0,1,3,2,1,0,2
0,2,0,1,2,2,1,0,2,0,0,0,0,3,0,4,0,0,3,0,1,2,1,0,0,0,1,3,4,3,4,2,3,1,2,1,2,3,4,3,2,1,4,1,3
0,2,0,2,2,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2
0,1,0,4,2,2,2,0,0,2,0,1,1,4,1,3,2,1,0,0,0,2,0,1,0,0,0,3,0,1,1,0,0,0,0,2,4,3,2,0,3,0,2,0,0
0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1,2,1,4,4,3,1,1,2,4,0,2,2,2,2,4,1,4,2,1,0,2,2,1,4,0,3,2,3,2,2,0,3,1,0,4,1,4,1,4,0,.95,1,1,2
0,4,3,4,3,3,3,1,4,4,0,1,1,2,2,2,0,3,1,2,2,2,2,1,2,0,2,2,3,2,2,1,1,1,1,1,4,1,1,4,2,3,2,0,1
0,2,0,4,4,4,0,0,2,2,0,1,0,4,0,0,2,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,2
1,2,0,0,1,1,0,1,0,0,.16,2,3,0,1,0,0,0,0,0,0,1,0,0,0,.6,2,2,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2
0,1,0,2,1,1,0,0,.5,1.08,0,1,2,0,0,0,0,0,0,0,0,4,0,0,.91,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2
0,2,1,3,2,2,1,0,1,1,0,1,1,4,0,4,0,2,1,0,0,2,0,0,2,0,2,1,0,.61,.94,0,1,1,0,1,0,0,0,0,0,0,0,0,2
0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,2,0,2,0,4,0,0,0,1,0,0,2
4,0,0,0,3,2,0,0,0,0,0,1,3,0,1,2,4,0,0,4,2,0,3,4,0,0,1,0,0,4,3,0,3,0,0,4,4,0,0,3,0,0,4,0,0
0,2,1,1,1,1,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2
0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1
0,2,3,2,2,2,2,2,2,2,2,3,1,4,0,0,0,0,0,4,0,1,1,.75,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0
0,2,1,3,3,1,2,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,1,1,0,2,1,1,0,0,0,1,1,0,2,2,2,0,0,1,0,1,0,4
0,2,1,3,2,2,3,0,1,2,0,0,0,4,0,2,0,1,2,0,0,2.04,1,0,0,0,1,0,0,0,0,0,2,3,0,2,1,2,1,0,1,0,0,0,3
0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,1,0,2,0,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,3
0,2,1,2,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1
0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,0,3,3,1,2,0,1,0,0,1,0,2,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,2,4,4,3,0,0,0,0,0,2,0,3,0,4,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0
1,2,2,2,2,2,0,0,1,2,0,2,1,2,1,1,0,1,1,2,1,1,1,1,0,0,1,2,1,1,0,0,1,2,0,2,2,1,0,0,1,1,1,0,1
0,1,1,1,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,4,3,2,1,0,2,2,0,3,2,1,1,4,2,3,0,2,3,3,1,.75,3,0,1,3,1,1,3,0,1,1,0,2,3,1,1,1,1,3,2,1,0
0,4,3,2,2,3,0,0,2,1,0,2,1,2,0,3,1,2,4,1,3,3,2,0,1,0,2,4,2,0,0,0,1,3,1,3,2,3,1,1,4,1,1,1,4
0,3,2,4,3,3,0,2,2,2,1,2,1,3,2,4,0,3,1,2,0,3,1,1,3,1,2,3,2,0,1,0,2,0,0,3,4,3,1,3,0,2,2,0,1
0,2,2,2,2,2,2,0,2,1,0,1,1,2,0,0,0,1,1,1,1,2,1,0,1,1,2,0,0,0,1,0,1,2,0,1,0,1,0,0,3,2,1,0,2
0,2,0,3,2,2,1,0,1,1.08,0,1,0,1,0,2,3,2,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,2,1,1,2,3,0,0,1,2,1,0,1
1,2,1,2,2,1,3,0,2,1,0,1,1,1,2,2,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1
1,2,1,2,3,3,1,0,1,1,1,2,1,1,2,0,0,2,1,1,1,2,1,1,0,1,1,4,1,1,1,1,1,2,0,0,0,3,1,0,1,2,1,0,1
1,1,2,2,2,1,2,0,1,0,0,2,2,1,1,3,2,3,1,2,2,2,1,1,0,0,1,1,0,0,3,0,2,0,0,1,3,1,0,0,1,2,2,0,0
0,2,0,3,1,2,0,0,1,1,0,2,0,2,0,1,0,0,2,0,0,2,0,0,0,2,2,2,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,2
0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1
0,3,2,2,2,2,1,0,2,2,0,2,2,1,0,2,0,2,1,1,1,1,1,2,0,0,1,0,0,1,1,0,2,1,0,2,1,2,1,0,0,1,1,0,3
0,2,1,4,1,3,4,0,1,0,0,4,3,1,1,2,0,0,4,2,0,3,0,2,0,0,0,2,1,0,1,0,0,2,0,2,3,2,1,2,4,1,2,1,2
0,2,1,4,3,2,2,2,1,1,1,4,0,0,0,2,1,1,1,1,3,2,2,0,4,1,1,0,2,1,1,1,3,2,0,0,3,4,4,3,2,2,1,3,2
1,3,2,3,3,3,1,1,3,2,0,3,1,1,1,1,0,1,1,1,3,1,1,1,2,0,1,2,1,0,1,0,2,0,0,2,0,2,1,.84,2,1,2,1,0
1,4,1,3,3,2,4,0,2,1,0,2,2,3,0,2,2,2,0,1,3,2,0,1,0,0,1,0,1,0,2,0,1,1,0,2,4,0,0,0,2,2,1,0,2
1,2,1,3,2,2,1,1,1,1,0,2,0,2,0,0,1,1,1,1,1,4,2,1,1,0,0,2,2,3,2,0,0,0,0,0,1,1,1,3,1,1,1,2,2
1,2,1,2,2,1,1,0,1,1,0,2,0,2,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1
0,2,1,2,1,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1
0,1,1,4,2,2,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,2,0,2,1,1,0,0,0,1,0,0,3
0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,2,2,2,3,0,0,0,0,0,1,0,2,4,4,0,0,0,0,1,3,0,1,0,0,0,0,0,0,4,0,0,2,0,0,4,0,0,0,0,0,4,0,0
0,3,1,3,1,2,2,0,1,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,3,1,3,3,2,2,2,2,2,2
0,1,0,3,2,2,0,0,1,2,0,1,0,1,0,0,0,2,0,4,0,1,0,0,0,0,1,2,2,0,0,0,2,1,0,2,0,2,0,1,1.36,1,0,0,2
1,2,1,4,3,2,1,1,2,1,0,2,1,1,1,3,1,2,1,0,2,4,1,2,2,1,0,3,1,0,2,0,1,0,0,1,1,2,1,1,0,0,2,0,2
0,2,1,2,2,2,1,0,0,1,0,1,1,1,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
0,2,1,1,1,2,1,0,1,1,0,1,1,2,0,2,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
0,1,0,2,2,2,1,0,0,1,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,2,0,1,0,0,0,2
1,1,0,4,3,0,3,0,2,1,0,3,2,1,0,3,2,1,0,2,3,1,1,0,0,0,2,1,0,0,0,0,2,0,0,1,3,2,0,4,2,1,2,1,1
1,3,0,2,3,3,2,0,2,2,0,2,1,1,0,4,4,2,2,1,2,2,2,1,2,0,3,2,2,0,3,0,2,2,0,2,3,1,0,3,4,1,2,0,2
1,3,0,2,1,1,1,0,1,1,0,2,1,1,0,2,0,0,0,0,1,1,0,1,1,1,2,0,1,2,1,0,1,1,0,2,1,1,1,0,2,1,1,0,3
1,1,1,1,2,2,2,0,2,1,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,2,0,1,1,1,0,1,2,0,1,1,0,1,1,0,1,1,0,1
1,2,1,4,2,1,0,1,1,1,0,1,1,3,0,2,0,1,0,0,1,1,0,3,0,0,0,1,0,1,0,0,1,1,0,1,1,2,0,1,4,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
1,2,1,4,3,2,4,0,1,2,1,3,1,2,2,2,0,1,2,1,2,1,1,0,1,0,1,4,1,2,3,0,1.05,2,0,1,3,4,1,1,2,0,2,1,1
0,1,1,2,1,1,1,0,2,2,0,0,1,1,1,3,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,2,1,1,1,0,0,0,1,0,1,0,1
0,1,1,2,1,2,2,0,0,0,0,1,1,2,0,1,1,1,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1
1,2,1,2,2,2,0,0,2,2,0,2,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2,2,1,1,1,1,1,3,1,2
0,2,0,2,2,2,3,1,0,0,0,2,0,2,0,2,4,2,1,0,0,1,1,0,1,1,1,2,2,1,0,0,2,2,0,2,4,0,0,0,0,2,1,1,2
1,2,1,2,1,3,0,1,1,2,0,3,1,3,0,4,1,1,1,1,2,3,1,1,0,0,0,3,2,1,2,0,1,2,1,2,2,3,1,1,3,1,2,0,2
0,2,2,3,2,2,1,1,2,0,0,2,1,2,1,3,2,2,1,1,2,2,1,2,1,0,1,1,1,0,2,0,0,1,0,1,2,1,1,1,2,1,1,1,0
0,2,1,2,2,2,1,1,1,1,0,2,1,2,1,1,2.5,2,1,1,2,2,3,1,4,.6,2,3,2,0,0,2,1,2,3,.5,2,3,3,2,1,1,2,1,1
1,2,2,3,3,2,2,0,2,2,0,3,1,2,2,1,1,2,2,1,0,3,1,1,2,0,2,2,1,1,2,0,2,2,1,2,2,2,1,1,3,2,1,1,3
1,2,1,1,2,2,0,0,0,0,0,1,0,1,0,2,2,2,1,1,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
1,1,2,2,1,2,0,0,1,1,0,1,1,1,1,2,2,2,1,1,1,2,1,2,1,0,1,0,1,0,1,0,2,2,0,2,2,1,1,2,1,1,1,2,2
0,3,2,3,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
